"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Gamage D.; Whiting M.E.; Rajapakshe T.; Thilakarathne H.; Perera I.; Fernando S.","Gamage, Dilrukshi (37035732200); Whiting, Mark E. (57191996823); Rajapakshe, Thejan (57188768950); Thilakarathne, Haritha (55349433500); Perera, Indika (54783210900); Fernando, Shantha (26430745000)","37035732200; 57191996823; 57188768950; 55349433500; 54783210900; 26430745000","Improving assessment on MOOCs through peer identification and aligned incentives","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","315","318","3","18","10.1145/3051457.3054013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018443955&doi=10.1145%2f3051457.3054013&partnerID=40&md5=352641d2773477751af34abe838be69e","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85018443955"
"Prihar E.; Haim A.; Sales A.; Heffernan N.","Prihar, Ethan (57211969221); Haim, Aaron (57747961800); Sales, Adam (57193199650); Heffernan, Neil (14041775100)","57211969221; 57747961800; 57193199650; 14041775100","Automatic Interpretable Personalized Learning","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","1","11","10","3","10.1145/3491140.3528267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132183266&doi=10.1145%2f3491140.3528267&partnerID=40&md5=a3ef922d9e01891839e392f151f1264a","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85132183266"
"Ritter S.; Heffernan N.; Williams J.J.; Lomas D.; Motz B.; Basu Mallick D.; Bicknell K.; McNamara D.; Kizilcec R.F.; Roschelle J.; Baraniuk R.; Baker R.","Ritter, Steven (35732151500); Heffernan, Neil (14041775100); Williams, Joseph Jay (56159570600); Lomas, Derek (36617843000); Motz, Ben (8689592000); Basu Mallick, Debshila (56568209400); Bicknell, Klinton (35767508100); McNamara, Danielle (7202710483); Kizilcec, Rene F. (55657281000); Roschelle, Jeremy (6603548311); Baraniuk, Richard (35580714600); Baker, Ryan (8967971100)","35732151500; 14041775100; 56159570600; 36617843000; 8689592000; 56568209400; 35767508100; 7202710483; 55657281000; 6603548311; 35580714600; 8967971100","Third Annual Workshop on A/B Testing and Platform-Enabled Learning Research","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","252","254","2","0","10.1145/3491140.3528288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132176181&doi=10.1145%2f3491140.3528288&partnerID=40&md5=676a220261cd1db5cc7e9cb5011ae12d","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85132176181"
"Fratamico L.; Perez S.; Roll I.","Fratamico, Lauren (56024878700); Perez, Sarah (57194037853); Roll, Ido (8987398200)","56024878700; 57194037853; 8987398200","A visual approach towards knowledge engineering and understanding how students learn in complex environments","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","13","22","9","3","10.1145/3051457.3051468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018428477&doi=10.1145%2f3051457.3051468&partnerID=40&md5=8b1cd1dbd7ff2b67e29aeed43a7356e6","Conference paper","Final","","Scopus","2-s2.0-85018428477"
"Swamy V.; Marras M.; Käser T.","Swamy, Vinitra (57350282300); Marras, Mirko (57193883534); Käser, Tanja (55255570700)","57350282300; 57193883534; 55255570700","Meta Transfer Learning for Early Success Prediction in MOOCs","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","121","132","11","5","10.1145/3491140.3528273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132149684&doi=10.1145%2f3491140.3528273&partnerID=40&md5=5469f1161d3083fbc000e3bef447a97d","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85132149684"
"Burstein J.; Madnani N.; Sabatini J.; McCaffrey D.; Biggers K.; Dreier K.","Burstein, Jill (7003578768); Madnani, Nitin (35213363500); Sabatini, John (14063952500); McCaffrey, Dan (7005049755); Biggers, Kietha (56601312700); Dreier, Kelsey (57194035968)","7003578768; 35213363500; 14063952500; 7005049755; 56601312700; 57194035968","Generating language activities in real-Time for english learners using language muse","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","213","215","2","5","10.1145/3051457.3053988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018416409&doi=10.1145%2f3051457.3053988&partnerID=40&md5=95684c04985ce5d8aa0ca2addc1add5b","Conference paper","Final","","Scopus","2-s2.0-85018416409"
"Singh A.; Brooks C.; Doroudi S.","Singh, Anjali (57221149159); Brooks, Christopher (14047887300); Doroudi, Shayan (57190766981)","57221149159; 14047887300; 57190766981","Learnersourcing in Theory and Practice: Synthesizing the Literature and Charting the Future","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","234","245","11","6","10.1145/3491140.3528277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132171215&doi=10.1145%2f3491140.3528277&partnerID=40&md5=3be5210a59232f26e26aab28e9bd6aa4","Conference paper","Final","","Scopus","2-s2.0-85132171215"
"Stanyon R.; Martello E.; Kainth M.; Wilkin N.K.","Stanyon, Robert (57747638300); Martello, Enrico (57226338595); Kainth, Manjinder (57211588358); Wilkin, Nicola K. (6701798072)","57747638300; 57226338595; 57211588358; 6701798072","Demo of Graide: AI Powered Assistive Grading Engine","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","466","468","2","0","10.1145/3491140.3528263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132141838&doi=10.1145%2f3491140.3528263&partnerID=40&md5=454970626e1d2f5355a3ae2d77deeabb","Conference paper","Final","","Scopus","2-s2.0-85132141838"
"Li N.; Romera Rodriguez G.; Xu Y.; Bhatt P.; Nguyen H.A.; Serpi A.; Tsai C.; Carroll J.M.","Li, Na (57226000310); Romera Rodriguez, Guillermo (57748302200); Xu, Yuqiao (57746686400); Bhatt, Parth (57747007200); Nguyen, Huy A. (57212566440); Serpi, Alex (57222092705); Tsai, Chunhua (56277973900); Carroll, John M. (7402034833)","57226000310; 57748302200; 57746686400; 57747007200; 57212566440; 57222092705; 56277973900; 7402034833","Picturing One's Self: Camera Use in Zoom Classes during the COVID-19 Pandemic","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","151","162","11","4","10.1145/3491140.3528284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132156359&doi=10.1145%2f3491140.3528284&partnerID=40&md5=73a28be50a5a85d94b750da5d50dc650","Conference paper","Final","","Scopus","2-s2.0-85132156359"
"Falkner N.; Szabo C.; Falkner K.","Falkner, Nickolas (14631557200); Szabo, Claudia (24723328900); Falkner, Katrina (7004182688)","14631557200; 24723328900; 7004182688","Formal forum triage: Towards the strategic selection of responses to student discussion forums","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","173","176","3","0","10.1145/3051457.3053977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018456221&doi=10.1145%2f3051457.3053977&partnerID=40&md5=ce031f69078aefc5105b33daf84416e9","Conference paper","Final","","Scopus","2-s2.0-85018456221"
"Sabnis S.; Yu R.; Kizilcec R.F.","Sabnis, Sunil (57747976500); Yu, Renzhe (57203392525); Kizilcec, René F. (55657281000)","57747976500; 57203392525; 55657281000","Large-Scale Student Data Reveal Sociodemographic Gaps in Procrastination Behavior","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","133","141","8","2","10.1145/3491140.3528285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132158139&doi=10.1145%2f3491140.3528285&partnerID=40&md5=a360295da44200d83557747d14e4c472","Conference paper","Final","","Scopus","2-s2.0-85132158139"
"Charitsis C.; Piech C.; Mitchell J.C.","Charitsis, Charis (57224625901); Piech, Chris (55142243300); Mitchell, John C. (7406514710)","57224625901; 55142243300; 7406514710","Function Names: Quantifying the Relationship Between Identifiers and Their Functionality to Improve Them","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","93","101","8","1","10.1145/3491140.3528269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132177557&doi=10.1145%2f3491140.3528269&partnerID=40&md5=76f415a86182e625a7b4ab1310c2dd25","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85132177557"
"Garcia D.; McMahon C.; Garcia Y.; West M.; Zilles C.","Garcia, Dan (57204538687); McMahon, Connor (57484057200); Garcia, Yuan (57748933400); West, Matthew (36867775200); Zilles, Craig (6602243123)","57204538687; 57484057200; 57748933400; 36867775200; 6602243123","Software Support for ""A's for All""","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","475","476","1","0","10.1145/3491140.3528260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132172543&doi=10.1145%2f3491140.3528260&partnerID=40&md5=81ff96bb086152e8d2d49a458c8b81b9","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85132172543"
"Xia M.; Zhao Y.; Hong J.; Erol M.H.; Kim T.; Kim J.","Xia, Meng (57202803261); Zhao, Yankun (57223820407); Hong, Jihyeong (57376830800); Erol, Mehmet Hamza (57376722600); Kim, Taewook (57652927200); Kim, Juho (39361826000)","57202803261; 57223820407; 57376830800; 57376722600; 57652927200; 39361826000","RLens: A Computer-aided Visualization System for Supporting Reflection on Language Learning under Distributed Tutorship","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","60","71","11","0","10.1145/3491140.3528264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132201822&doi=10.1145%2f3491140.3528264&partnerID=40&md5=4eb8be7356aac018aa6ae87a60170807","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85132201822"
"Wan H.; Beck J.E.","Wan, Hao (55734526400); Beck, Joseph E. (7403532386)","55734526400; 7403532386","One decision tree is enough to make customization","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","193","196","3","0","10.1145/3051457.3053983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018427939&doi=10.1145%2f3051457.3053983&partnerID=40&md5=11d831ccf27e4293411dfee0280a369c","Conference paper","Final","","Scopus","2-s2.0-85018427939"
"Hsu S.-Y.; Tutwiler M.S.","Hsu, Shu-Yi (57747957500); Tutwiler, M. Shane (37662375700)","57747957500; 37662375700","How Much and for Whom? A Multi-Wave Study of the Impact of Self-Regulated Learning Scaffolds on MOOC Student Academic Performance","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","350","354","4","0","10.1145/3491140.3528312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132183034&doi=10.1145%2f3491140.3528312&partnerID=40&md5=8dcec89c344630799a181020fe985418","Conference paper","Final","","Scopus","2-s2.0-85132183034"
"Lei C.-U.; Wei H.Q.","Lei, Chi-Un (18134021100); Wei, Hong Qiang (57747987700)","18134021100; 57747987700","Developing Student's Global Competencies at Scale in an Affordable MOOC K12 Outreach Initiative","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","321","324","3","2","10.1145/3491140.3528307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132155031&doi=10.1145%2f3491140.3528307&partnerID=40&md5=07e687ac43b86e52d8c178bfec7166a9","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85132155031"
"Carlon M.K.J.; Gonda D.E.; Andrews E.M.; Gayed J.M.; Olexa R.A.; Cross J.S.","Carlon, May Kristine Jonson (57215307959); Gonda, Donn Emmanuel (56050906500); Andrews, Eden Mariquit (57290974900); Gayed, John Maurice (57280427400); Olexa, Robert Anthony (57747342200); Cross, Jeffrey Scott (7402349007)","57215307959; 56050906500; 57290974900; 57280427400; 57747342200; 7402349007","Educational Nonlinear Stories with Twine","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","248","251","3","1","10.1145/3491140.3528287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132167883&doi=10.1145%2f3491140.3528287&partnerID=40&md5=58bb5e97c5cfee80eff172dae921c583","Conference paper","Final","","Scopus","2-s2.0-85132167883"
"Chandarana M.; Deitrick E.","Chandarana, Mohit (57747985900); Deitrick, Elise (56736849000)","57747985900; 56736849000","Challenges of Scaling Programming-based Behavioral Metrics","2022","L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale","","","","304","308","4","0","10.1145/3491140.3528290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132164773&doi=10.1145%2f3491140.3528290&partnerID=40&md5=7213564488e00ae17d731e11890782db","Conference paper","Final","","Scopus","2-s2.0-85132164773"
"Zhao Q.; Varma S.; Konstan J.A.","Zhao, Qian (57188817517); Varma, Sashank (14066713400); Konstan, Joseph A. (7003985614)","57188817517; 14066713400; 7003985614","In-video reuse of discussion threads in MOOCs","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","153","156","3","5","10.1145/3051457.3053972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018444650&doi=10.1145%2f3051457.3053972&partnerID=40&md5=1e854a79cfadf5d3419133fdb2883d30","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85018444650"
"Kindel A.; Yeomans M.; Reich J.; Stewart B.; Tingley D.","Kindel, Alexander (57194029646); Yeomans, Michael (57190018738); Reich, Justin (56144824600); Stewart, Brandon (55802499900); Tingley, Dustin (12446550300)","57194029646; 57190018738; 56144824600; 55802499900; 12446550300","Discourse: MOOC discussion forum analysis at scale","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","141","142","1","1","10.1145/3051457.3053967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018378837&doi=10.1145%2f3051457.3053967&partnerID=40&md5=526482b0b03fa34dbb6bf12cbf67f89e","Conference paper","Final","","Scopus","2-s2.0-85018378837"
"Dang S.; Yudelson M.; Koedinger K.R.","Dang, Steven (57188817798); Yudelson, Michael (55920072000); Koedinger, Kenneth R. (6603678234)","57188817798; 55920072000; 6603678234","Detecting diligence with online behaviors on intelligent tutoring systems","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","51","59","8","3","10.1145/3051457.3051470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018410373&doi=10.1145%2f3051457.3051470&partnerID=40&md5=8a61e35628487100136e130dda078e20","Conference paper","Final","","Scopus","2-s2.0-85018410373"
"Kay J.S.; Nolan T.J.; Grello T.M.","Kay, Jennifer S. (36741749900); Nolan, Tyler J. (57189378686); Grello, Thomas M. (57189382337)","36741749900; 57189378686; 57189382337","The Distributed Esteemed Endorser Review: A novel approach to participant assessment in MOOCs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","157","160","3","1","10.1145/2876034.2893396","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988710&doi=10.1145%2f2876034.2893396&partnerID=40&md5=775099fb1e52753ba4571dd2cb4fd4bc","Conference paper","Final","","Scopus","2-s2.0-84969988710"
"Farrow E.; Moore J.D.","Farrow, Elaine (25640587600); Moore, Johanna D. (7405248281)","25640587600; 7405248281","Beetle-grow: An effective intelligent tutoring system to support conceptual change","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","331","332","1","1","10.1145/2876034.2893403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016062&doi=10.1145%2f2876034.2893403&partnerID=40&md5=3899ff0f6b01bd7a6808b38c0b65473f","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84970016062"
"Dowell N.M.M.; Brooks C.; Kovanovic V.; Joksimovic S.; Gaševic D.","Dowell, Nia M.M. (35261668200); Brooks, Christopher (14047887300); Kovanovic, Vitomir (55096902400); Joksimovic, Srećko (55837206800); Gaševic, Dragan (8549413500)","35261668200; 14047887300; 55096902400; 55837206800; 8549413500","The changing patterns of MOOC discourse","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","283","286","3","17","10.1145/3051457.3054005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018389849&doi=10.1145%2f3051457.3054005&partnerID=40&md5=01b8789f3e03252cc12688d6d31cb496","Conference paper","Final","","Scopus","2-s2.0-85018389849"
"Tang S.; Peterson J.C.; Pardos Z.A.","Tang, Steven (56145020700); Peterson, Joshua C. (56988397200); Pardos, Zachary A. (23091281300)","56145020700; 56988397200; 23091281300","Deep neural networks and how they apply to sequential education data","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","321","324","3","37","10.1145/2876034.2893444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969983784&doi=10.1145%2f2876034.2893444&partnerID=40&md5=ef246cbd572c6550a1efbf6cba826f49","Conference paper","Final","","Scopus","2-s2.0-84969983784"
"Cheng H.F.; Yu B.; Park Y.H.; Zhu H.","Cheng, Hao Fei (57193276567); Yu, Bowen (57193546914); Park, Yeong Hoon (57200502841); Zhu, Haiyi (55089020000)","57193276567; 57193546914; 57200502841; 55089020000","ProjectLens: Supporting project-based collaborative learning on MOOCs","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","253","256","3","3","10.1145/3051457.3053998","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018400449&doi=10.1145%2f3051457.3053998&partnerID=40&md5=9215620f998c8f811413de1191b8ea4b","Conference paper","Final","","Scopus","2-s2.0-85018400449"
"Ngoon T.J.; Klemmer S.; Gamero-Garrido A.","Ngoon, Tricia J. (56798469300); Klemmer, Scott (6603250689); Gamero-Garrido, Alexander (57189376750)","56798469300; 6603250689; 57189376750","Supporting peer instruction with evidence-based online instructional templates","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","301","304","3","3","10.1145/2876034.2893439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021369&doi=10.1145%2f2876034.2893439&partnerID=40&md5=880fe80b27c9f0077d886018a0b4d142","Conference paper","Final","","Scopus","2-s2.0-84970021369"
"Whitehill J.; Mohan K.; Seaton D.; Rosen Y.; Tingley D.","Whitehill, Jacob (24826006100); Mohan, Kiran (57194042916); Seaton, Daniel (15042760500); Rosen, Yigal (18042058000); Tingley, Dustin (12446550300)","24826006100; 57194042916; 15042760500; 18042058000; 12446550300","MOOC dropout prediction: How to measure accuracy?","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","161","164","3","39","10.1145/3051457.3053974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018371405&doi=10.1145%2f3051457.3053974&partnerID=40&md5=1c51996303efc97b29db9ec82e75c1ae","Conference paper","Final","","Scopus","2-s2.0-85018371405"
"Aleven V.; Baker R.; Wang Y.; Sewall J.; Popescu O.","Aleven, Vincent (6602528401); Baker, Ryan (8967971100); Wang, Yuan (56904339000); Sewall, Jonathan (14049081600); Popescu, Octav (22433564900)","6602528401; 8967971100; 56904339000; 14049081600; 22433564900","Bringing non-programmer authoring of intelligent tutors to MOOCs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","313","316","3","3","10.1145/2876034.2893442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970028954&doi=10.1145%2f2876034.2893442&partnerID=40&md5=a1aea76ce2bac5f0db107347326abbc5","Conference paper","Final","","Scopus","2-s2.0-84970028954"
"Jaywilliams J.; Rafferty A.N.; Maldonado S.; Ang A.; Tingley D.; Kim J.","Jaywilliams, Joseph (57194039312); Rafferty, Anna N. (42361506800); Maldonado, Samuel (56159955100); Ang, Andrew (57194044580); Tingley, Dustin (12446550300); Kim, Juho (58305788800)","57194039312; 42361506800; 56159955100; 57194044580; 12446550300; 58305788800","MOOClets: A framework for dynamic experimentation and personalization","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","287","290","3","1","10.1145/3051457.3054006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018407094&doi=10.1145%2f3051457.3054006&partnerID=40&md5=e7315bb93f2d39de7391ea6a6ad5617a","Conference paper","Final","","Scopus","2-s2.0-85018407094"
"Sheahen D.; Joyner D.","Sheahen, Dana (57189377884); Joyner, David (35183234600)","57189377884; 35183234600","TAPS: A MOSS extension for detecting software plagiarism at scale","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","285","288","3","15","10.1145/2876034.2893435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970007077&doi=10.1145%2f2876034.2893435&partnerID=40&md5=b7e7bb7bfd90db9143b7ae3c0cff8875","Conference paper","Final","","Scopus","2-s2.0-84970007077"
"Labutov I.; Luu K.; Lipson H.; Studer C.","Labutov, Igor (24341027000); Luu, Kelvin (57189384414); Lipson, Hod (7006792691); Studer, Christoph (22036392500)","24341027000; 57189384414; 7006792691; 22036392500","Optimally discriminative choice sets in discrete choice models: Application to data-driven test design","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","149","152","3","0","10.1145/2876034.2893394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970024093&doi=10.1145%2f2876034.2893394&partnerID=40&md5=5eceb6e2ed69771ce85ad07993a3c3de","Conference paper","Final","","Scopus","2-s2.0-84970024093"
"Zhang L.; Xiong X.; Zhao S.; Botelho A.; Heffernan N.T.","Zhang, Liang (57194046269); Xiong, Xiaolu (57199839343); Zhao, Siyuan (57194028898); Botelho, Anthony (56597707600); Heffernan, Neil T. (14041775100)","57194046269; 57199839343; 57194028898; 56597707600; 14041775100","Incorporating rich features into deep knowledge tracing","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","169","172","3","83","10.1145/3051457.3053976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018371891&doi=10.1145%2f3051457.3053976&partnerID=40&md5=61b778451c2d1e41e6aa06394381e0b5","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85018371891"
"Chen G.; Davis D.; Hauff C.; Houben G.-J.","Chen, Guanliang (57189380941); Davis, Dan (57189390673); Hauff, Claudia (23392382200); Houben, Geert-Jan (7006199386)","57189380941; 57189390673; 23392382200; 7006199386","Learning transfer: Does it take place in moocs? An investigation into the uptake of functional programming in practice","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","409","418","9","15","10.1145/2876034.2876035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969941472&doi=10.1145%2f2876034.2876035&partnerID=40&md5=1dc2ca15106b2ba8350235438d43834c","Conference paper","Final","","Scopus","2-s2.0-84969941472"
"Kizilcec R.F.; Davis G.M.; Cohen G.L.","Kizilcec, René F. (55657281000); Davis, Glenn M. (57194033164); Cohen, Geoffrey L. (7403353347)","55657281000; 57194033164; 7403353347","Towards equal opportunities in MOOCs: Affirmation reduces gender & social-class achievement gaps in China","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","121","130","9","35","10.1145/3051457.3051460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018407630&doi=10.1145%2f3051457.3051460&partnerID=40&md5=b4751eb1af21562696f007c3ee878e09","Conference paper","Final","","Scopus","2-s2.0-85018407630"
"Rosen Y.; Rushkin I.; Ang A.; Federicks C.; Tingley D.; Blink M.J.","Rosen, Yigal (18042058000); Rushkin, Ilia (57194039160); Ang, Andrew (57194044580); Federicks, Colin (57194034487); Tingley, Dustin (12446550300); Blink, Mary Jean (56335679200)","18042058000; 57194039160; 57194044580; 57194034487; 12446550300; 56335679200","Designing adaptive assessments in MOOCs","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","233","236","3","13","10.1145/3051457.3053993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018397462&doi=10.1145%2f3051457.3053993&partnerID=40&md5=3422c2e2026b65b48df2776cf4c07fa0","Conference paper","Final","","Scopus","2-s2.0-85018397462"
"Kasunic A.; Hammer J.; Kraut R.; Massimi M.; Ogan A.","Kasunic, Anna (55632278700); Hammer, Jessica (56597500700); Kraut, Robert (7005796597); Massimi, Michael (16031488000); Ogan, Amy (22433477900)","55632278700; 56597500700; 7005796597; 16031488000; 22433477900","A preliminary look at MOOC-associated Facebook groups: Prevalence, geographic representation, and homophily","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","205","208","3","4","10.1145/2876034.2893415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970004003&doi=10.1145%2f2876034.2893415&partnerID=40&md5=5ed91a85449b4c784504e47ef9ca03b5","Conference paper","Final","","Scopus","2-s2.0-84970004003"
"Vaish R.; Goel S.; Saberi A.","Vaish, Rajan (55883417000); Goel, Sharad (35785827100); Saberi, Amin (7005675226)","55883417000; 35785827100; 7005675226","Mobilizing the crowd to create an open repository of research talks","2017","L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale","","","","311","314","3","0","10.1145/3051457.3054012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018405216&doi=10.1145%2f3051457.3054012&partnerID=40&md5=9a301e1e4908567b294d8aae528a8eb8","Conference paper","Final","","Scopus","2-s2.0-85018405216"
"Joyner D.; Goel A.K.; Isbell C.","Joyner, David (35183234600); Goel, Ashok K. (7201830074); Isbell, Charles (6602829236)","35183234600; 7201830074; 6602829236","The unexpected pedagogical benefits of making higher education accessible","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","117","120","3","15","10.1145/2876034.2893383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969949631&doi=10.1145%2f2876034.2893383&partnerID=40&md5=ce76dfb387f4f900ae4b192d5e76864a","Conference paper","Final","","Scopus","2-s2.0-84969949631"
"Fu X.; Befferman T.; Burghardt M.D.","Fu, Xiang (36809595300); Befferman, Tyler (57004891700); Burghardt, M.D. (6701816876)","36809595300; 57004891700; 6701816876","LINK-REPORT: Outcome analysis of informal learning at scale","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","173","176","3","0","10.1145/2876034.2893407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969951835&doi=10.1145%2f2876034.2893407&partnerID=40&md5=3f6b87b414809c90aa1748ec852b512f","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969951835"
"Stankiewicz A.; Kulkarni C.","Stankiewicz, Adam (56259336500); Kulkarni, Chinmay (36651262600)","56259336500; 36651262600","$1 conversational turn detector: Measuring how video conversations affect student learning in online classes","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","81","88","7","5","10.1145/2876034.2876048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969962395&doi=10.1145%2f2876034.2876048&partnerID=40&md5=10d4b9068c2cb60084629c03ee06ec2a","Conference paper","Final","","Scopus","2-s2.0-84969962395"
"Yang T.C.; Shih D.L.; Chen M.C.","Yang, Tzu Chi (24722315700); Shih, Dai Ling (57189389107); Chen, Meng Chang (7406355852)","24722315700; 57189389107; 7406355852","An investigation of the effects of online test strategy on students' learning behaviors","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","281","284","3","2","10.1145/2876034.2893434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016197&doi=10.1145%2f2876034.2893434&partnerID=40&md5=6bc38c6ffdece2600fc7e4ac39f0ae0e","Conference paper","Final","","Scopus","2-s2.0-84970016197"
