,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID,Author 1 First Name,Author 1 Last Name,Author 1 ID,Author 2 First Name,Author 2 Last Name,Author 2 ID,Author 3 First Name,Author 3 Last Name,Author 3 ID,Author 4 First Name,Author 4 Last Name,Author 4 ID,Author 5 First Name,Author 5 Last Name,Author 5 ID,Author 6 First Name,Author 6 Last Name,Author 6 ID,Author 7 First Name,Author 7 Last Name,Author 7 ID,Author 8 First Name,Author 8 Last Name,Author 8 ID,Author 9 First Name,Author 9 Last Name,Author 9 ID,Author 10 First Name,Author 10 Last Name,Author 10 ID,Author 11 First Name,Author 11 Last Name,Author 11 ID,Author 12 First Name,Author 12 Last Name,Author 12 ID,Author 2 Affiliation,Author 2 Country,Author 3 Affiliation,Author 3 Country,Author 4 Affiliation,Author 4 Country,Author 5 Affiliation,Author 5 Country,Author 6 Affiliation,Author 6 Country,Author 7 Affiliation,Author 7 Country,Author 8 Affiliation,Author 8 Country,Author 9 Affiliation,Author 9 Country,Author 10 Affiliation,Author 10 Country,Author 11 Affiliation,Author 11 Country,Author 12 Affiliation,Author 12 Country
71,57672326500; 23479017000; 57218225588; 57746675800; 57215551299; 57748618700; 7201867694,How COVID-19 Affected Computer Science MOOC Learner Behavior and Achievements: A Demographic Study,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,345,349,4.0,4,10.1145/3491140.3528328,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132199178&doi=10.1145%2f3491140.3528328&partnerID=40&md5=46a0862ddb148c10df1eb6c69648b69a,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85132199178,Anindya,Roy,57672326500,Michael,Yee,23479017000,Meghan,Perdue,57218225588,Julius,Stein,57746675800,Ana,Bell,57215551299,Ronisha,Carter,57748618700,Shigeru,Miyagawa,7201867694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,35183234600,"Meet Me in the Middle: Retention in a ""MOOC-Based"" Degree Program",2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,82,92,10.0,5,10.1145/3491140.3528283,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132196469&doi=10.1145%2f3491140.3528283&partnerID=40&md5=9957c53e3e6c8627e86dbcba784996c9,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132196469,David A.,Joyner,35183234600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,57194036986; 57194035240; 57194036370; 55142243300,Deep knowledge tracing on programming exercises,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,201,204,3.0,69,10.1145/3051457.3053985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018422818&doi=10.1145%2f3051457.3053985&partnerID=40&md5=0aca95a882db49611a9edabebdbab468,Conference paper,Final,,Scopus,2-s2.0-85018422818,Lisa,Wang,57194036986,Angela,Sy,57194035240,Larry,Liu,57194036370,Chris,Piech,55142243300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,57748640700; 8945106100,A Blended-Learning Program for Implementing a Rigorous Machine-Learning Curriculum in High-Schools,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,267,270,3.0,2,10.1145/3491140.3528291,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132135027&doi=10.1145%2f3491140.3528291&partnerID=40&md5=a88b2a4e8602505cba273fb5961ecc12,Conference paper,Final,,Scopus,2-s2.0-85132135027,Shai,Perach,57748640700,Giora,Alexandron,8945106100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,23393086500; 57224527145; 57189242354; 57486252700; 6701747952; 14053463100; 55983407600,Heterogeneity of Treatment Effects of a Video Recommendation System for Algebra,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,12,23,11.0,3,10.1145/3491140.3528275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132134697&doi=10.1145%2f3491140.3528275&partnerID=40&md5=fdb7daefc1f4e0a1d90f8b6602f369ce,Conference paper,Final,,Scopus,2-s2.0-85132134697,Walter L.,Leite,23393086500,Huan,Kuang,57224527145,Zuchao,Shen,57189242354,Nilanjana,Chakraborty,57486252700,George,Michailidis,6701747952,Sidney,D'Mello,14053463100,Wanli,Xing,55983407600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,57194028898; 57194041435; 57199839343; 56597707600; 14041775100,A memory-Augmented neural model for automated grading,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,189,192,3.0,40,10.1145/3051457.3053982,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018431172&doi=10.1145%2f3051457.3053982&partnerID=40&md5=baa3a30dca894557e2a0996e4deb1e90,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85018431172,Siyuan,Zhao,57194028898,Yaqiong,Zhang,57194041435,Xiaolu,Xiong,57199839343,Anthony,Botelho,56597707600,Neil,Heffernan,14041775100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,57214481793; 7801322507,LEGenT: Localizing Errors and Generating Testcases for CS1,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,102,112,10.0,2,10.1145/3491140.3528282,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132171562&doi=10.1145%2f3491140.3528282&partnerID=40&md5=69a63a1811b6e056a7fbf349a1006c20,Conference paper,Final,,Scopus,2-s2.0-85132171562,Nimisha,Agarwal,57214481793,Amey,Karkare,7801322507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,57194033401; 55637377400; 35232046000,A probabilistic approach for discovering difficult course topics using clickstream data,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,303,306,3.0,2,10.1145/3051457.3054010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018421564&doi=10.1145%2f3051457.3054010&partnerID=40&md5=d7614fcd11801363355184e6f945d536,Conference paper,Final,,Scopus,2-s2.0-85018421564,Assma,Boughoula,57194033401,Chase,Geigle,55637377400,Cheng Xiang,Zhai,35232046000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,37035732200; 57191996823; 57188768950; 55349433500; 54783210900; 26430745000,Improving assessment on MOOCs through peer identification and aligned incentives,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,315,318,3.0,18,10.1145/3051457.3054013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018443955&doi=10.1145%2f3051457.3054013&partnerID=40&md5=352641d2773477751af34abe838be69e,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85018443955,Dilrukshi,Gamage,37035732200,Mark E.,Whiting,57191996823,Thejan,Rajapakshe,57188768950,Haritha,Thilakarathne,55349433500,Indika,Perera,54783210900,Shantha,Fernando,26430745000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,57211969221; 57747961800; 57193199650; 14041775100,Automatic Interpretable Personalized Learning,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,1,11,10.0,3,10.1145/3491140.3528267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132183266&doi=10.1145%2f3491140.3528267&partnerID=40&md5=a3ef922d9e01891839e392f151f1264a,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132183266,Ethan,Prihar,57211969221,Aaron,Haim,57747961800,Adam,Sales,57193199650,Neil,Heffernan,14041775100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,35732151500; 14041775100; 56159570600; 36617843000; 8689592000; 56568209400; 35767508100; 7202710483; 55657281000; 6603548311; 35580714600; 8967971100,Third Annual Workshop on A/B Testing and Platform-Enabled Learning Research,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,252,254,2.0,0,10.1145/3491140.3528288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132176181&doi=10.1145%2f3491140.3528288&partnerID=40&md5=676a220261cd1db5cc7e9cb5011ae12d,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132176181,Steven,Ritter,35732151500,Neil,Heffernan,14041775100,Joseph Jay,Williams,56159570600,Derek,Lomas,36617843000,Ben,Motz,8689592000,Debshila,Basu Mallick,56568209400,Klinton,Bicknell,35767508100,Danielle,McNamara,7202710483,Rene F.,Kizilcec,55657281000,Jeremy,Roschelle,6603548311,Richard,Baraniuk,35580714600,Ryan,Baker,8967971100,,,,,,,,,,,,,,,,,,,,,,
82,56024878700; 57194037853; 8987398200,A visual approach towards knowledge engineering and understanding how students learn in complex environments,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,13,22,9.0,3,10.1145/3051457.3051468,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018428477&doi=10.1145%2f3051457.3051468&partnerID=40&md5=8b1cd1dbd7ff2b67e29aeed43a7356e6,Conference paper,Final,,Scopus,2-s2.0-85018428477,Lauren,Fratamico,56024878700,Sarah,Perez,57194037853,Ido,Roll,8987398200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,57350282300; 57193883534; 55255570700,Meta Transfer Learning for Early Success Prediction in MOOCs,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,121,132,11.0,5,10.1145/3491140.3528273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132149684&doi=10.1145%2f3491140.3528273&partnerID=40&md5=5469f1161d3083fbc000e3bef447a97d,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132149684,Vinitra,Swamy,57350282300,Mirko,Marras,57193883534,Tanja,Käser,55255570700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,7003578768; 35213363500; 14063952500; 7005049755; 56601312700; 57194035968,Generating language activities in real-Time for english learners using language muse,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,213,215,2.0,5,10.1145/3051457.3053988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018416409&doi=10.1145%2f3051457.3053988&partnerID=40&md5=95684c04985ce5d8aa0ca2addc1add5b,Conference paper,Final,,Scopus,2-s2.0-85018416409,Jill,Burstein,7003578768,Nitin,Madnani,35213363500,John,Sabatini,14063952500,Dan,McCaffrey,7005049755,Kietha,Biggers,56601312700,Kelsey,Dreier,57194035968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,57221149159; 14047887300; 57190766981,Learnersourcing in Theory and Practice: Synthesizing the Literature and Charting the Future,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,234,245,11.0,6,10.1145/3491140.3528277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132171215&doi=10.1145%2f3491140.3528277&partnerID=40&md5=3be5210a59232f26e26aab28e9bd6aa4,Conference paper,Final,,Scopus,2-s2.0-85132171215,Anjali,Singh,57221149159,Christopher,Brooks,14047887300,Shayan,Doroudi,57190766981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,57747638300; 57226338595; 57211588358; 6701798072,Demo of Graide: AI Powered Assistive Grading Engine,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,466,468,2.0,0,10.1145/3491140.3528263,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132141838&doi=10.1145%2f3491140.3528263&partnerID=40&md5=454970626e1d2f5355a3ae2d77deeabb,Conference paper,Final,,Scopus,2-s2.0-85132141838,Robert,Stanyon,57747638300,Enrico,Martello,57226338595,Manjinder,Kainth,57211588358,Nicola K.,Wilkin,6701798072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,57226000310; 57748302200; 57746686400; 57747007200; 57212566440; 57222092705; 56277973900; 7402034833,Picturing One's Self: Camera Use in Zoom Classes during the COVID-19 Pandemic,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,151,162,11.0,4,10.1145/3491140.3528284,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132156359&doi=10.1145%2f3491140.3528284&partnerID=40&md5=73a28be50a5a85d94b750da5d50dc650,Conference paper,Final,,Scopus,2-s2.0-85132156359,Na,Li,57226000310,Guillermo,Romera Rodriguez,57748302200,Yuqiao,Xu,57746686400,Parth,Bhatt,57747007200,Huy A.,Nguyen,57212566440,Alex,Serpi,57222092705,Chunhua,Tsai,56277973900,John M.,Carroll,7402034833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,14631557200; 24723328900; 7004182688,Formal forum triage: Towards the strategic selection of responses to student discussion forums,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,173,176,3.0,0,10.1145/3051457.3053977,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018456221&doi=10.1145%2f3051457.3053977&partnerID=40&md5=ce031f69078aefc5105b33daf84416e9,Conference paper,Final,,Scopus,2-s2.0-85018456221,Nickolas,Falkner,14631557200,Claudia,Szabo,24723328900,Katrina,Falkner,7004182688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,57747976500; 57203392525; 55657281000,Large-Scale Student Data Reveal Sociodemographic Gaps in Procrastination Behavior,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,133,141,8.0,2,10.1145/3491140.3528285,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132158139&doi=10.1145%2f3491140.3528285&partnerID=40&md5=a360295da44200d83557747d14e4c472,Conference paper,Final,,Scopus,2-s2.0-85132158139,Sunil,Sabnis,57747976500,Renzhe,Yu,57203392525,René F.,Kizilcec,55657281000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,57224625901; 55142243300; 7406514710,Function Names: Quantifying the Relationship Between Identifiers and Their Functionality to Improve Them,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,93,101,8.0,1,10.1145/3491140.3528269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132177557&doi=10.1145%2f3491140.3528269&partnerID=40&md5=76f415a86182e625a7b4ab1310c2dd25,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132177557,Charis,Charitsis,57224625901,Chris,Piech,55142243300,John C.,Mitchell,7406514710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,57204538687; 57484057200; 57748933400; 36867775200; 6602243123,"Software Support for ""A's for All""",2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,475,476,1.0,0,10.1145/3491140.3528260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132172543&doi=10.1145%2f3491140.3528260&partnerID=40&md5=81ff96bb086152e8d2d49a458c8b81b9,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132172543,Dan,Garcia,57204538687,Connor,McMahon,57484057200,Yuan,Garcia,57748933400,Matthew,West,36867775200,Craig,Zilles,6602243123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,57202803261; 57223820407; 57376830800; 57376722600; 57652927200; 39361826000,RLens: A Computer-aided Visualization System for Supporting Reflection on Language Learning under Distributed Tutorship,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,60,71,11.0,0,10.1145/3491140.3528264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132201822&doi=10.1145%2f3491140.3528264&partnerID=40&md5=4eb8be7356aac018aa6ae87a60170807,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132201822,Meng,Xia,57202803261,Yankun,Zhao,57223820407,Jihyeong,Hong,57376830800,Mehmet Hamza,Erol,57376722600,Taewook,Kim,57652927200,Juho,Kim,39361826000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,55734526400; 7403532386,One decision tree is enough to make customization,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,193,196,3.0,0,10.1145/3051457.3053983,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018427939&doi=10.1145%2f3051457.3053983&partnerID=40&md5=11d831ccf27e4293411dfee0280a369c,Conference paper,Final,,Scopus,2-s2.0-85018427939,Hao,Wan,55734526400,Joseph E.,Beck,7403532386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,57747957500; 37662375700,How Much and for Whom? A Multi-Wave Study of the Impact of Self-Regulated Learning Scaffolds on MOOC Student Academic Performance,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,350,354,4.0,0,10.1145/3491140.3528312,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132183034&doi=10.1145%2f3491140.3528312&partnerID=40&md5=8dcec89c344630799a181020fe985418,Conference paper,Final,,Scopus,2-s2.0-85132183034,Shu-Yi,Hsu,57747957500,M. Shane,Tutwiler,37662375700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,18134021100; 57747987700,Developing Student's Global Competencies at Scale in an Affordable MOOC K12 Outreach Initiative,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,321,324,3.0,2,10.1145/3491140.3528307,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132155031&doi=10.1145%2f3491140.3528307&partnerID=40&md5=07e687ac43b86e52d8c178bfec7166a9,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132155031,Chi-Un,Lei,18134021100,Hong Qiang,Wei,57747987700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,57215307959; 56050906500; 57290974900; 57280427400; 57747342200; 7402349007,Educational Nonlinear Stories with Twine,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,248,251,3.0,1,10.1145/3491140.3528287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132167883&doi=10.1145%2f3491140.3528287&partnerID=40&md5=58bb5e97c5cfee80eff172dae921c583,Conference paper,Final,,Scopus,2-s2.0-85132167883,May Kristine Jonson,Carlon,57215307959,Donn Emmanuel,Gonda,56050906500,Eden Mariquit,Andrews,57290974900,John Maurice,Gayed,57280427400,Robert Anthony,Olexa,57747342200,Jeffrey Scott,Cross,7402349007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,57747985900; 56736849000,Challenges of Scaling Programming-based Behavioral Metrics,2022,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,304,308,4.0,0,10.1145/3491140.3528290,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132164773&doi=10.1145%2f3491140.3528290&partnerID=40&md5=7213564488e00ae17d731e11890782db,Conference paper,Final,,Scopus,2-s2.0-85132164773,Mohit,Chandarana,57747985900,Elise,Deitrick,56736849000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,57188817517; 14066713400; 7003985614,In-video reuse of discussion threads in MOOCs,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,153,156,3.0,5,10.1145/3051457.3053972,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018444650&doi=10.1145%2f3051457.3053972&partnerID=40&md5=1e854a79cfadf5d3419133fdb2883d30,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85018444650,Qian,Zhao,57188817517,Sashank,Varma,14066713400,Joseph A.,Konstan,7003985614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,57194029646; 57190018738; 56144824600; 55802499900; 12446550300,Discourse: MOOC discussion forum analysis at scale,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,141,142,1.0,1,10.1145/3051457.3053967,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018378837&doi=10.1145%2f3051457.3053967&partnerID=40&md5=526482b0b03fa34dbb6bf12cbf67f89e,Conference paper,Final,,Scopus,2-s2.0-85018378837,Alexander,Kindel,57194029646,Michael,Yeomans,57190018738,Justin,Reich,56144824600,Brandon,Stewart,55802499900,Dustin,Tingley,12446550300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,57188817798; 55920072000; 6603678234,Detecting diligence with online behaviors on intelligent tutoring systems,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,51,59,8.0,3,10.1145/3051457.3051470,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018410373&doi=10.1145%2f3051457.3051470&partnerID=40&md5=8a61e35628487100136e130dda078e20,Conference paper,Final,,Scopus,2-s2.0-85018410373,Steven,Dang,57188817798,Michael,Yudelson,55920072000,Kenneth R.,Koedinger,6603678234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,36741749900; 57189378686; 57189382337,The Distributed Esteemed Endorser Review: A novel approach to participant assessment in MOOCs,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,157,160,3.0,1,10.1145/2876034.2893396,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969988710&doi=10.1145%2f2876034.2893396&partnerID=40&md5=775099fb1e52753ba4571dd2cb4fd4bc,Conference paper,Final,,Scopus,2-s2.0-84969988710,Jennifer S.,Kay,36741749900,Tyler J.,Nolan,57189378686,Thomas M.,Grello,57189382337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,25640587600; 7405248281,Beetle-grow: An effective intelligent tutoring system to support conceptual change,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,331,332,1.0,1,10.1145/2876034.2893403,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016062&doi=10.1145%2f2876034.2893403&partnerID=40&md5=3899ff0f6b01bd7a6808b38c0b65473f,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84970016062,Elaine,Farrow,25640587600,Johanna D.,Moore,7405248281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,35261668200; 14047887300; 55096902400; 55837206800; 8549413500,The changing patterns of MOOC discourse,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,283,286,3.0,17,10.1145/3051457.3054005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018389849&doi=10.1145%2f3051457.3054005&partnerID=40&md5=01b8789f3e03252cc12688d6d31cb496,Conference paper,Final,,Scopus,2-s2.0-85018389849,Nia M.M.,Dowell,35261668200,Christopher,Brooks,14047887300,Vitomir,Kovanovic,55096902400,Srećko,Joksimovic,55837206800,Dragan,Gaševic,8549413500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,56145020700; 56988397200; 23091281300,Deep neural networks and how they apply to sequential education data,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,321,324,3.0,37,10.1145/2876034.2893444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969983784&doi=10.1145%2f2876034.2893444&partnerID=40&md5=ef246cbd572c6550a1efbf6cba826f49,Conference paper,Final,,Scopus,2-s2.0-84969983784,Steven,Tang,56145020700,Joshua C.,Peterson,56988397200,Zachary A.,Pardos,23091281300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,57193276567; 57193546914; 57200502841; 55089020000,ProjectLens: Supporting project-based collaborative learning on MOOCs,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,253,256,3.0,3,10.1145/3051457.3053998,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018400449&doi=10.1145%2f3051457.3053998&partnerID=40&md5=9215620f998c8f811413de1191b8ea4b,Conference paper,Final,,Scopus,2-s2.0-85018400449,Hao Fei,Cheng,57193276567,Bowen,Yu,57193546914,Yeong Hoon,Park,57200502841,Haiyi,Zhu,55089020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,56798469300; 6603250689; 57189376750,Supporting peer instruction with evidence-based online instructional templates,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,301,304,3.0,3,10.1145/2876034.2893439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970021369&doi=10.1145%2f2876034.2893439&partnerID=40&md5=880fe80b27c9f0077d886018a0b4d142,Conference paper,Final,,Scopus,2-s2.0-84970021369,Tricia J.,Ngoon,56798469300,Scott,Klemmer,6603250689,Alexander,Gamero-Garrido,57189376750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,24826006100; 57194042916; 15042760500; 18042058000; 12446550300,MOOC dropout prediction: How to measure accuracy?,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,161,164,3.0,39,10.1145/3051457.3053974,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018371405&doi=10.1145%2f3051457.3053974&partnerID=40&md5=1c51996303efc97b29db9ec82e75c1ae,Conference paper,Final,,Scopus,2-s2.0-85018371405,Jacob,Whitehill,24826006100,Kiran,Mohan,57194042916,Daniel,Seaton,15042760500,Yigal,Rosen,18042058000,Dustin,Tingley,12446550300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,6602528401; 8967971100; 56904339000; 14049081600; 22433564900,Bringing non-programmer authoring of intelligent tutors to MOOCs,2016,L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale,,,,313,316,3.0,3,10.1145/2876034.2893442,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970028954&doi=10.1145%2f2876034.2893442&partnerID=40&md5=a1aea76ce2bac5f0db107347326abbc5,Conference paper,Final,,Scopus,2-s2.0-84970028954,Vincent,Aleven,6602528401,Ryan,Baker,8967971100,Yuan,Wang,56904339000,Jonathan,Sewall,14049081600,Octav,Popescu,22433564900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,57194039312; 42361506800; 56159955100; 57194044580; 12446550300; 58305788800,MOOClets: A framework for dynamic experimentation and personalization,2017,L@S 2017 - Proceedings of the 4th (2017) ACM Conference on Learning at Scale,,,,287,290,3.0,1,10.1145/3051457.3054006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018407094&doi=10.1145%2f3051457.3054006&partnerID=40&md5=e7315bb93f2d39de7391ea6a6ad5617a,Conference paper,Final,,Scopus,2-s2.0-85018407094,Joseph,Jaywilliams,57194039312,Anna N.,Rafferty,42361506800,Samuel,Maldonado,56159955100,Andrew,Ang,57194044580,Dustin,Tingley,12446550300,Juho,Kim,58305788800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
